,snmae,dnmae,z,sname,dname,z
6423,Literacy First Charter,San Diego County Office of Edu,-1.55367664,,,
6722,Learning Choice Academy,San Diego Unified,-1.59680488,Learning Choice Academy,San Diego Unified,-1.990365237
6736,Porter ,San Diego Unified,-2.837183439,,,
6755,Urban Discovery Academy Charter,San Diego Unified,1.539860189,Urban Discovery Academy Charter,San Diego Unified,-0.715950247
6756,Innovations Academy,San Diego Unified,0.15246841,Innovations Academy,San Diego Unified,-0.242645892
6765,Old Town Academy K-8 Charter,San Diego Unified,0.335052134,,,
6770,John Muir,San Diego Unified,1.268504256,John Muir,San Diego Unified,1.978009387
6792,Alcott ,San Diego Unified,-2.156962764,Alcott ,San Diego Unified,0.557949238
6793,Angier ,San Diego Unified,-2.970023883,Angier ,San Diego Unified,-2.599611342
6797,Barnard ,San Diego Unified,-2.390997976,Barnard ,San Diego Unified,2.174851166
6798,Bay Park ,San Diego Unified,-0.822398085,Bay Park ,San Diego Unified,-0.260909629
6801,Birney ,San Diego Unified,-0.266295055,Birney ,San Diego Unified,0.389245503
6804,Cabrillo ,San Diego Unified,-1.180275052,,,
6805,Cadman ,San Diego Unified,2.525096013,Cadman ,San Diego Unified,0.872294237
6809,Chesterton ,San Diego Unified,-2.67025281,Chesterton ,San Diego Unified,-2.015646075
6812,Crown Point ,San Diego Unified,-1.915115889,Crown Point ,San Diego Unified,0.467271313
6813,Cubberley ,San Diego Unified,-0.459596071,Cubberley ,San Diego Unified,-0.858660406
6814,Curie ,San Diego Unified,-0.87743994,Curie ,San Diego Unified,0.484989421
6816,Dewey ,San Diego Unified,-1.508808771,,,
6822,Fletcher ,San Diego Unified,-0.979993015,Fletcher ,San Diego Unified,-1.033193744
6823,Florence ,San Diego Unified,0.258253811,Florence ,San Diego Unified,1.01315101
6824,Foster ,San Diego Unified,0.380132374,Foster ,San Diego Unified,0.050147786
6828,Gage ,San Diego Unified,-0.760290983,Gage ,San Diego Unified,2.724451046
6830,Grant K-8,San Diego Unified,-0.188817832,Grant K-8,San Diego Unified,-0.699019805
6831,Green ,San Diego Unified,-0.705521238,Green ,San Diego Unified,3.584436595
6833,Hardy ,San Diego Unified,-0.715888505,Hardy ,San Diego Unified,0.548853232
6835,Hearst ,San Diego Unified,-1.041068072,Hearst ,San Diego Unified,0.721716943
6836,Holmes ,San Diego Unified,0.846807154,Holmes ,San Diego Unified,0.226358198
6841,Jones ,San Diego Unified,-0.302688245,Jones ,San Diego Unified,-1.019739551
6842,Juarez ,San Diego Unified,-1.91552049,,,
6844,La Jolla ,San Diego Unified,-1.087357112,La Jolla ,San Diego Unified,-1.390832941
6845,Lafayette ,San Diego Unified,1.513968862,Lafayette ,San Diego Unified,-1.02172929
6848,Lindbergh/Schweitzer ,San Diego Unified,-0.431053675,Lindbergh/Schweitzer ,San Diego Unified,1.115918303
6850,Loma Portal ,San Diego Unified,1.252580695,Loma Portal ,San Diego Unified,1.487989909
6851,Longfellow K-8,San Diego Unified,2.571661733,Longfellow K-8,San Diego Unified,3.052146971
6854,Marvin ,San Diego Unified,0.408661101,Marvin ,San Diego Unified,-1.049282887
6855,McKinley ,San Diego Unified,0.719739318,McKinley ,San Diego Unified,1.278487001
6856,Language Academy,San Diego Unified,0.675315581,Language Academy,San Diego Unified,1.590856648
6859,Ocean Beach ,San Diego Unified,-1.792008486,Ocean Beach ,San Diego Unified,1.45834629
6860,Pacific Beach ,San Diego Unified,-1.063107199,Pacific Beach ,San Diego Unified,2.990906181
6862,Perry ,San Diego Unified,-2.176374736,Perry ,San Diego Unified,-1.327864773
6867,Sequoia ,San Diego Unified,0.423274185,Sequoia ,San Diego Unified,1.635996161
6868,Sessions ,San Diego Unified,-1.281168959,Sessions ,San Diego Unified,-0.391915249
6870,Silver Gate ,San Diego Unified,-1.694621101,Silver Gate ,San Diego Unified,1.520736037
6871,Spreckels ,San Diego Unified,4.925827223,Spreckels ,San Diego Unified,3.261260174
6873,Sunset View ,San Diego Unified,0.071817414,Sunset View ,San Diego Unified,1.197217803
6874,Toler ,San Diego Unified,0.317160222,Toler ,San Diego Unified,-0.597251408
6875,Torrey Pines ,San Diego Unified,-2.723453852,Torrey Pines ,San Diego Unified,-1.455928077
6879,Wegeforth ,San Diego Unified,1.683418736,Wegeforth ,San Diego Unified,-0.829852283
6880,Benchley/Weinberger ,San Diego Unified,-1.467777203,Benchley/Weinberger ,San Diego Unified,-0.881807796
6881,Whitman ,San Diego Unified,0.029668639,Whitman ,San Diego Unified,-0.278738186
6884,Dana,San Diego Unified,3.453736713,Dana,San Diego Unified,3.510942258
6896,Miramar Ranch ,San Diego Unified,0.022220029,Miramar Ranch ,San Diego Unified,-0.245877442
6897,Mason ,San Diego Unified,-1.536350597,Mason ,San Diego Unified,0.025203316
6898,Penn ,San Diego Unified,0.348897646,Penn ,San Diego Unified,0.324772247
6899,Ericson ,San Diego Unified,-0.810429272,Ericson ,San Diego Unified,1.104168775
6900,Hickman ,San Diego Unified,-0.204120868,Hickman ,San Diego Unified,-1.35965772
6901,Sandburg ,San Diego Unified,-0.975575244,Sandburg ,San Diego Unified,2.272907432
6902,Tierrasanta ,San Diego Unified,0.189904132,Tierrasanta ,San Diego Unified,1.923771819
6903,Walker ,San Diego Unified,0.254414865,Walker ,San Diego Unified,0.179586222
6904,Miller ,San Diego Unified,-1.520322831,Miller ,San Diego Unified,-4.921279464
6905,Hancock ,San Diego Unified,-3.224149657,Hancock ,San Diego Unified,-2.154963886
6907,Dailard ,San Diego Unified,1.356752885,Dailard ,San Diego Unified,2.680333221
6909,Doyle ,San Diego Unified,-1.189531934,Doyle ,San Diego Unified,0.014153138
6911,Jerabek ,San Diego Unified,-2.154736122,Jerabek ,San Diego Unified,0.380619815
6912,Vista Grande ,San Diego Unified,-3.082083036,Vista Grande ,San Diego Unified,-1.484435531
6913,Bethune K-8,San Diego Unified,0.61033739,Bethune K-8,San Diego Unified,-1.050240935
6915,Zamorano ,San Diego Unified,-3.617977699,Zamorano ,San Diego Unified,-0.56541804
6917,Hage ,San Diego Unified,-1.166797697,Hage ,San Diego Unified,0.458090374
6918,Kumeyaay ,San Diego Unified,0.253131708,Kumeyaay ,San Diego Unified,2.663949628
6920,Dingeman ,San Diego Unified,0.408727342,Dingeman ,San Diego Unified,0.440030323
6928,Museum,San Diego Unified,-0.999531318,Museum,San Diego Unified,-0.44386879
6930,Explorer ,San Diego Unified,3.041083192,Explorer ,San Diego Unified,1.678677987
6931,Scripps ,San Diego Unified,1.00065072,Scripps ,San Diego Unified,-0.519915239
6932,San Diego Cooperative Charter,San Diego Unified,0.022582519,San Diego Cooperative Charter,San Diego Unified,-1.08286356
6934,Einstein Academy,San Diego Unified,-2.326795918,Einstein Academy,San Diego Unified,1.660728151
7123,Feinstein (Dianne) ,San Francisco Unified,-0.318078178,Feinstein (Dianne) ,San Francisco Unified,0.38944719
7126,Chinese Immersion School at DeAvila,San Francisco Unified,-4.738678865,Chinese Immersion School at DeAvila,San Francisco Unified,-0.525840541
7146,Alamo ,San Francisco Unified,-3.722586358,Alamo ,San Francisco Unified,-2.674367493
7147,Alvarado ,San Francisco Unified,3.66297546,Alvarado ,San Francisco Unified,2.316330518
7148,Argonne ,San Francisco Unified,-1.707354419,Argonne ,San Francisco Unified,-0.746879447
7149,Carmichael (Bessie)/FEC,San Francisco Unified,-0.329075342,Carmichael (Bessie)/FEC,San Francisco Unified,-0.9839837
7152,Clarendon Alternative ,San Francisco Unified,-1.442458808,Clarendon Alternative ,San Francisco Unified,1.560637217
7154,Sloat (Commodore) ,San Francisco Unified,-1.318582398,Sloat (Commodore) ,San Francisco Unified,1.262884777
7155,Lau (Gordon J.) ,San Francisco Unified,-2.706281976,Lau (Gordon J.) ,San Francisco Unified,-2.788355162
7156,Webster (Daniel) ,San Francisco Unified,2.837538011,Webster (Daniel) ,San Francisco Unified,5.45770796
7157,Milk (Harvey) Civil Rights ,San Francisco Unified,0.5005818,Milk (Harvey) Civil Rights ,San Francisco Unified,-0.319195715
7158,Edison Charter Academy,San Francisco Unified,-0.714968701,Edison Charter Academy,San Francisco Unified,-3.766740287
7159,Taylor (Edward R.) ,San Francisco Unified,-1.472981346,Taylor (Edward R.) ,San Francisco Unified,0.206214762
7160,El Dorado ,San Francisco Unified,0.368574218,,,
7161,Cobb (William L.) ,San Francisco Unified,-3.097306085,,,
7162,Fairmount ,San Francisco Unified,3.285058659,Fairmount ,San Francisco Unified,4.007892015
7163,Key (Francis Scott) ,San Francisco Unified,-2.236739241,Key (Francis Scott) ,San Francisco Unified,-1.971030839
7164,McCoppin (Frank) ,San Francisco Unified,-2.319339124,McCoppin (Frank) ,San Francisco Unified,-0.811681611
7165,Garfield ,San Francisco Unified,-2.625372926,Garfield ,San Francisco Unified,-2.197669327
7166,Peabody (George) ,San Francisco Unified,2.57547617,Peabody (George) ,San Francisco Unified,3.167119319
7167,Glen Park ,San Francisco Unified,1.257289277,Glen Park ,San Francisco Unified,1.073922042
7168,Grattan ,San Francisco Unified,0.035273025,Grattan ,San Francisco Unified,0.444572638
7169,Guadalupe ,San Francisco Unified,-1.763488775,Guadalupe ,San Francisco Unified,0.473043171
7170,Yick Wo ,San Francisco Unified,-1.620206648,Yick Wo ,San Francisco Unified,0.496038696
7172,Hillcrest ,San Francisco Unified,-1.296702784,,,
7173,Parker (Jean) ,San Francisco Unified,-1.048018752,Parker (Jean) ,San Francisco Unified,-1.27976575
7174,Jefferson ,San Francisco Unified,-3.243551077,Jefferson ,San Francisco Unified,-1.117749137
7176,Ortega (Jose) ,San Francisco Unified,0.286106981,Ortega (Jose) ,San Francisco Unified,2.308943839
7178,Lafayette ,San Francisco Unified,-0.395827983,Lafayette ,San Francisco Unified,-2.86752609
7179,Lakeshore Alternative ,San Francisco Unified,-1.060703629,Lakeshore Alternative ,San Francisco Unified,-1.65208884
7180,Lawton Alternative ,San Francisco Unified,-5.953626537,Lawton Alternative ,San Francisco Unified,-2.100028293
7181,Flynn (Leonard R.) ,San Francisco Unified,4.552989075,Flynn (Leonard R.) ,San Francisco Unified,2.567211957
7182,Longfellow ,San Francisco Unified,0.208086689,Longfellow ,San Francisco Unified,-0.423427952
7183,Marshall ,San Francisco Unified,3.098036778,Marshall ,San Francisco Unified,2.599008584
7184,McKinley ,San Francisco Unified,1.68865281,McKinley ,San Francisco Unified,2.702231887
7185,Miraloma ,San Francisco Unified,2.677037523,Miraloma ,San Francisco Unified,4.339512004
7186,Monroe ,San Francisco Unified,0.937265208,Monroe ,San Francisco Unified,1.468051754
7187,Revere (Paul) ,San Francisco Unified,0.859611904,Revere (Paul) ,San Francisco Unified,1.195934633
7188,Parks (Rosa) ,San Francisco Unified,2.258093054,Parks (Rosa) ,San Francisco Unified,4.430731481
7190,Stevenson (Robert Louis) ,San Francisco Unified,-3.740247815,Stevenson (Robert Louis) ,San Francisco Unified,-2.798130288
7193,Sherman ,San Francisco Unified,-3.553688829,Sherman ,San Francisco Unified,-0.631674199
7195,Spring Valley ,San Francisco Unified,1.177982132,Spring Valley ,San Francisco Unified,0.209768401
7196,King (Starr) ,San Francisco Unified,2.924769077,King (Starr) ,San Francisco Unified,4.823664128
7197,Sunnyside ,San Francisco Unified,0.571295434,Sunnyside ,San Francisco Unified,0.737919741
7198,Sutro ,San Francisco Unified,-1.879443207,Sutro ,San Francisco Unified,-0.874485101
7199,Ulloa ,San Francisco Unified,-5.212114842,Ulloa ,San Francisco Unified,-1.63500598
7200,Visitacion Valley ,San Francisco Unified,-1.652487367,,,
7201,West Portal ,San Francisco Unified,-4.148490911,West Portal ,San Francisco Unified,-1.449887657
7211,Buena Vista/ Horace Mann K-8,San Francisco Unified,2.763247123,Buena Vista/ Horace Mann K-8,San Francisco Unified,6.831233384
7217,Rooftop ,San Francisco Unified,2.52089877,Rooftop ,San Francisco Unified,1.65956868
7218,San Francisco Community Alternative,San Francisco Unified,0.704974277,San Francisco Community Alternative,San Francisco Unified,0.183228107
7220,New Traditions ,San Francisco Unified,3.484491398,New Traditions ,San Francisco Unified,1.381527418
7222,Lilienthal (Claire) ,San Francisco Unified,0.430225847,Lilienthal (Claire) ,San Francisco Unified,1.342577902
7224,Creative Arts Charter,San Francisco Unified,1.642025402,Creative Arts Charter,San Francisco Unified,1.452314891
7225,Yu (Alice Fong) ,San Francisco Unified,-4.037462565,Yu (Alice Fong) ,San Francisco Unified,-3.119876107
7227,Sunset ,San Francisco Unified,-0.723321522,Sunset ,San Francisco Unified,-1.764701653
3751,Coolidge ,San Gabriel Unified,-1.340524462,Coolidge ,San Gabriel Unified,0.33519133
3753,McKinley ,San Gabriel Unified,-0.878612828,McKinley ,San Gabriel Unified,-0.17503604
3755,Washington ,San Gabriel Unified,-0.019556322,Washington ,San Gabriel Unified,0.444160469
3756,Wilson ,San Gabriel Unified,,Wilson ,San Gabriel Unified,-0.322703802
5390,Estudillo ,San Jacinto Unified,-1.449003733,Estudillo ,San Jacinto Unified,-1.977548154
5391,Clayton A. Record,,-1.12808393,Clayton A. Record,,
5392,Megan Cope ,San Jacinto Unified,-2.23731743,Megan Cope ,San Jacinto Unified,-3.524587348
5399,De Anza ,San Jacinto Unified,-0.24678766,De Anza ,San Jacinto Unified,1.27237656
5400,Park Hill ,San Jacinto Unified,-0.095382749,Park Hill ,San Jacinto Unified,-1.315670287
5401,San Jacinto Valley Academy,San Jacinto Unified,-2.704778469,San Jacinto Valley Academy,San Jacinto Unified,-3.028056805
7233,San Joaquin County Special Education,San Joaquin County Office of E,-2.608638757,San Joaquin County Special Education,San Joaquin County Office of Education,-10.82504547
8101,Allen at Steinbeck,San Jose Unified,1.589057615,Allen at Steinbeck,San Jose Unified,0.342280466
8103,Anne Darling ,San Jose Unified,-0.740662219,Anne Darling ,San Jose Unified,-0.361008839
8104,Booksin ,San Jose Unified,-1.08692288,Booksin ,San Jose Unified,2.522346579
8105,Canoas ,San Jose Unified,0.206281348,Canoas ,San Jose Unified,0.148113593
8107,Gardner ,San Jose Unified,1.00792157,Gardner ,San Jose Unified,-0.493347082
8109,Hammer Montessori at Galarza ,San Jose Unified,-0.487929491,Hammer Montessori at Galarza ,San Jose Unified,1.102641905
8110,Horace Mann ,San Jose Unified,3.684237757,Horace Mann ,San Jose Unified,1.278671659
8112,Merritt Trace ,San Jose Unified,3.53358027,Merritt Trace ,San Jose Unified,1.819881598
8113,Reed ,San Jose Unified,0.595097602,Reed ,San Jose Unified,1.561276877
8114,River Glen,San Jose Unified,1.392576832,River Glen,San Jose Unified,2.730751182
8115,Schallenberger ,San Jose Unified,0.60015877,Schallenberger ,San Jose Unified,2.936354931
8117,Simonds ,San Jose Unified,0.516169628,,,
8118,Terrell ,San Jose Unified,-0.129218729,Terrell ,San Jose Unified,0.9208311
8119,Hacienda Science/Environmental Magnet,San Jose Unified,1.603486525,Hacienda Science/Environmental Magnet,San Jose Unified,2.104195014
8120,Walter L. Bachrodt ,San Jose Unified,1.579225103,Walter L. Bachrodt ,San Jose Unified,1.973686267
8123,Willow Glen ,San Jose Unified,2.727718951,Willow Glen ,San Jose Unified,6.068406634
8129,Los Alamitos ,San Jose Unified,0.498936344,Los Alamitos ,San Jose Unified,2.095667925
8130,Graystone ,San Jose Unified,1.333678375,Graystone ,San Jose Unified,0.307680312
8131,Rachel Carson ,San Jose Unified,0.137867761,Rachel Carson ,San Jose Unified,1.145040128
8133,Ernesto Galarza ,San Jose Unified,-1.425144835,Ernesto Galarza ,San Jose Unified,-1.490593297
5729,California Montessori Project-San Juan C,San Juan Unified,-0.201617606,California Montessori Project-San Juan Campus,San Juan Unified,-0.478389194
5730,Golden Valley Charter School of Sacramen,San Juan Unified,-1.022645424,Golden Valley Charter School of Sacramento,San Juan Unified,-7.66844865
5746,Arlington Heights ,San Juan Unified,0.770457479,Arlington Heights ,San Juan Unified,0.552137012
5748,Cameron Ranch ,San Juan Unified,-1.637553385,Cameron Ranch ,San Juan Unified,0.036989987
5749,Carmichael ,San Juan Unified,-1.418002459,Carmichael ,San Juan Unified,-0.916653098
5752,Citrus Heights ,San Juan Unified,-1.878612761,Citrus Heights ,San Juan Unified,-3.545323353
5753,Cottage ,San Juan Unified,-0.20479648,Cottage ,San Juan Unified,-1.421424989
5754,James R. Cowan Fundamental ,San Juan Unified,-1.916023955,James R. Cowan Fundamental ,San Juan Unified,-0.850168321
5755,Coyle Avenue ,San Juan Unified,1.117905782,Coyle Avenue ,San Juan Unified,-0.166010993
5756,Del Dayo ,San Juan Unified,0.383516977,Del Dayo ,San Juan Unified,1.680277567
5757,Del Paso Manor ,San Juan Unified,5.801337277,Del Paso Manor ,San Juan Unified,6.012731178
5758,Mary Deterding ,San Juan Unified,1.897075626,Mary Deterding ,San Juan Unified,2.048431552
5759,Harry Dewey Fundamental ,San Juan Unified,0.38529647,Harry Dewey Fundamental ,San Juan Unified,1.774473871
5761,Thomas Edison Language Institute,San Juan Unified,-0.447023956,Thomas Edison Language Institute K-8,San Juan Unified,-3.984666341
5762,Grand Oaks ,San Juan Unified,-1.247465582,Grand Oaks ,San Juan Unified,0.875088556
5763,Green Oaks Fundamental ,San Juan Unified,-2.56222966,Green Oaks Fundamental ,San Juan Unified,0.860870384
5766,Thomas Kelly ,San Juan Unified,1.605588288,Thomas Kelly ,San Juan Unified,-2.208245705
5767,Kingswood ,San Juan Unified,1.107323395,Kingswood ,San Juan Unified,-2.251113113
5768,Earl Legette ,San Juan Unified,2.008250862,Earl Legette ,San Juan Unified,3.108816745
5769,Lichen K-8,San Juan Unified,-2.56165241,Lichen K-8,San Juan Unified,-2.699406671
5770,Mariemont ,San Juan Unified,-1.299497889,Mariemont ,San Juan Unified,0.311068831
5771,Mariposa Avenue ,San Juan Unified,-1.017632411,Mariposa Avenue ,San Juan Unified,-2.96696811
5772,Mission Avenue Open ,San Juan Unified,0.302578961,Mission Avenue Open ,San Juan Unified,1.462051304
5773,Northridge ,San Juan Unified,-1.435639769,Northridge ,San Juan Unified,-2.269098655
5774,Oakview Community ,San Juan Unified,-1.108963472,Oakview Community ,San Juan Unified,-1.484894454
5775,Orangevale Open K-8,San Juan Unified,1.652150591,Orangevale Open K-8,San Juan Unified,1.723955029
5776,Pasadena Avenue ,San Juan Unified,-1.23086165,Pasadena Avenue ,San Juan Unified,-4.060045845
5778,Charles Peck ,San Juan Unified,0.260665542,Charles Peck ,San Juan Unified,-5.366723601
5779,Pershing ,San Juan Unified,-0.049879628,Pershing ,San Juan Unified,4.81510971
5781,Albert Schweitzer ,San Juan Unified,0.232017546,Albert Schweitzer ,San Juan Unified,2.222973092
5782,Sierra Oaks K-8,San Juan Unified,0.629393784,Sierra Oaks K-8,San Juan Unified,2.595708711
5783,Skycrest ,San Juan Unified,-2.474796502,Skycrest ,San Juan Unified,-1.092381283
5784,Starr King K-8,San Juan Unified,-1.51149687,Starr King K-8,San Juan Unified,-3.480044228
5785,Ralph Richardson Center,San Juan Unified,-2.568332672,,,
5787,Twin Lakes ,San Juan Unified,-1.56658973,Twin Lakes ,San Juan Unified,0.734896735
5789,Cambridge Heights ,San Juan Unified,-1.142411689,Cambridge Heights ,San Juan Unified,-1.463713221
5790,Woodside K-8,San Juan Unified,-0.642358089,Woodside K-8,San Juan Unified,0.027779018
5791,Trajan ,San Juan Unified,-0.633642665,Trajan ,San Juan Unified,-1.594767184
5792,Carriage Drive ,San Juan Unified,-0.350729522,Carriage Drive ,San Juan Unified,-0.61025265
5793,Ottomon Way ,San Juan Unified,0.783248598,Ottomon Way ,San Juan Unified,-1.153873426
5794,Gold River Discovery Center K-8,San Juan Unified,0.721332688,Gold River Discovery Center K-8,San Juan Unified,1.033851559
291,Garfield ,San Leandro Unified,-2.334308263,Garfield ,San Leandro Unified,-0.936101295
292,Jefferson ,San Leandro Unified,0.137449349,Jefferson ,San Leandro Unified,-1.640679088
293,Madison ,San Leandro Unified,-2.764545724,Madison ,San Leandro Unified,0.760140498
294,McKinley ,San Leandro Unified,-0.194901526,McKinley ,San Leandro Unified,-2.040188583
295,Monroe ,San Leandro Unified,-0.574738867,Monroe ,San Leandro Unified,-0.962293967
296,Roosevelt ,San Leandro Unified,2.223093106,Roosevelt ,San Leandro Unified,3.411245548
297,Washington ,San Leandro Unified,0.811516447,Washington ,San Leandro Unified,-1.343319802
298,Wilson ,San Leandro Unified,-1.271882162,Wilson ,San Leandro Unified,0.159490836
307,Bay ,San Lorenzo Unified,-2.507963966,Bay ,San Lorenzo Unified,-1.671079101
309,Colonial Acres ,San Lorenzo Unified,0.744612176,Colonial Acres ,San Lorenzo Unified,-0.660268406
310,Corvallis ,San Lorenzo Unified,-0.507020728,Corvallis ,San Lorenzo Unified,-2.342175472
311,Dayton ,San Lorenzo Unified,-4.254764259,Dayton ,San Lorenzo Unified,-2.033538021
312,Del Rey ,San Lorenzo Unified,-0.956689099,Del Rey ,San Lorenzo Unified,-2.882646312
314,Grant ,San Lorenzo Unified,0.850491696,Grant ,San Lorenzo Unified,0.626243695
315,Hesperian ,San Lorenzo Unified,-1.393005676,Hesperian ,San Lorenzo Unified,-2.297817225
316,Hillside ,San Lorenzo Unified,-0.695027606,Hillside ,San Lorenzo Unified,-2.972857742
317,Lorenzo Manor ,San Lorenzo Unified,-1.323547827,Lorenzo Manor ,San Lorenzo Unified,-1.242220917
8238,Ocean Grove Charter,San Lorenzo Valley Unified,-0.461590035,Ocean Grove Charter,San Lorenzo Valley Unified,-1.309361141
8240,Boulder Creek ,San Lorenzo Valley Unified,-0.389705286,Boulder Creek ,San Lorenzo Valley Unified,-0.066120691
8241,San Lorenzo Valley ,San Lorenzo Valley Unified,0.163211737,San Lorenzo Valley ,San Lorenzo Valley Unified,-0.200094098
7483,Smith (C. L.) ,San Luis Coastal Unified,2.132651861,Smith (C. L.) ,San Luis Coastal Unified,3.352420584
7484,Del Mar ,San Luis Coastal Unified,-1.473617915,Del Mar ,San Luis Coastal Unified,-0.038653284
7485,Hawthorne ,San Luis Coastal Unified,-0.321390965,Hawthorne ,San Luis Coastal Unified,1.47271632
7486,Los Ranchos ,San Luis Coastal Unified,-0.629691751,Los Ranchos ,San Luis Coastal Unified,-0.419693901
7487,Pacheco ,San Luis Coastal Unified,5.578297748,Pacheco ,San Luis Coastal Unified,6.160683342
7488,Bishop's Peak ,San Luis Coastal Unified,-1.08390663,Bishop's Peak ,San Luis Coastal Unified,0.928549679
7489,Sinsheimer ,San Luis Coastal Unified,2.546213047,Sinsheimer ,San Luis Coastal Unified,2.777425174
7490,Teach ,San Luis Coastal Unified,-0.294253259,Teach ,San Luis Coastal Unified,-1.968345956
7492,Baywood ,San Luis Coastal Unified,1.151269593,Baywood ,San Luis Coastal Unified,0.709775339
7494,Monarch Grove ,San Luis Coastal Unified,-0.135239516,Monarch Grove ,San Luis Coastal Unified,1.312131305
7084,San Elijo ,San Marcos Unified,1.731087897,San Elijo ,San Marcos Unified,5.86284363
7085,Joli Ann Leichtag ,San Marcos Unified,-3.096297671,Joli Ann Leichtag ,San Marcos Unified,1.565397124
7087,Alvin M. Dunn ,San Marcos Unified,-0.600589487,Alvin M. Dunn ,San Marcos Unified,-1.571507913
7088,Richland ,San Marcos Unified,-0.10239642,Richland ,San Marcos Unified,2.215579201
7092,La Costa Meadows ,San Marcos Unified,-0.212753754,La Costa Meadows ,San Marcos Unified,1.2358802
7093,Knob Hill ,San Marcos Unified,-2.650675412,Knob Hill ,San Marcos Unified,-0.180105328
7094,Paloma ,San Marcos Unified,0.03423341,Paloma ,San Marcos Unified,3.745935727
7095,Discovery ,San Marcos Unified,-0.603605279,Discovery ,San Marcos Unified,0.950392509
7096,Twin Oaks ,San Marcos Unified,2.362170438,Twin Oaks ,San Marcos Unified,2.38685912
7097,Carrillo ,San Marcos Unified,-2.173172105,Carrillo ,San Marcos Unified,-0.637885253
7639,Albion H. Horrall ,San Mateo-Foster City,1.225193165,,,
7640,Audubon ,San Mateo-Foster City,2.661971878,,,
7642,Baywood ,San Mateo-Foster City,3.60380282,Baywood ,San Mateo-Foster City,7.433721623
7643,Beresford ,San Mateo-Foster City,3.306285359,Beresford ,San Mateo-Foster City,1.067374405
7646,Fiesta Gardens International ,San Mateo-Foster City,3.572289703,Fiesta Gardens International ,San Mateo-Foster City,1.575771588
7647,Foster City ,San Mateo-Foster City,2.56346227,,,
7648,George Hall ,San Mateo-Foster City,3.363105743,George Hall ,San Mateo-Foster City,2.771179993
7649,Highlands ,San Mateo-Foster City,5.116104915,Highlands ,San Mateo-Foster City,7.395627541
7650,Laurel ,San Mateo-Foster City,2.507984667,Laurel ,San Mateo-Foster City,4.49946396
7651,College Park ,San Mateo-Foster City,4.419281776,College Park ,San Mateo-Foster City,4.204280801
7652,Meadow Heights ,San Mateo-Foster City,2.63297394,Meadow Heights ,San Mateo-Foster City,4.823747308
7653,North Shoreview ,San Mateo-Foster City,3.479151,North Shoreview Montessori ,San Mateo-Foster City,3.64993721
7654,Park ,San Mateo-Foster City,3.218090629,,,
7655,Parkside ,San Mateo-Foster City,0.742292409,Parkside ,San Mateo-Foster City,0.579311645
7656,Sunnybrae ,San Mateo-Foster City,1.329781949,Sunnybrae ,San Mateo-Foster City,2.14340958
7657,Brewer Island ,San Mateo-Foster City,-0.656798012,,,
7496,Cappy Culver ,San Miguel Joint Union,-0.719392762,Cappy Culver ,San Miguel Joint Union,-0.283739609
7497,Lillian Larsen ,San Miguel Joint Union,-1.548426621,Lillian Larsen ,San Miguel Joint Union,-1.667717424
6945,San Pasqual Union ,San Pasqual Union ,4.173638025,San Pasqual Union ,San Pasqual Union ,2.979541377
3902,Coleman ,San Rafael City ,2.994474688,Coleman ,San Rafael City ,4.364746821
3903,Venetia Valley ,San Rafael City ,2.477465968,Venetia Valley ,San Rafael City ,2.617440989
3904,Glenwood ,San Rafael City ,4.34604942,Glenwood ,San Rafael City ,3.077051135
3905,Laurel Dell ,San Rafael City ,-0.385788528,Laurel Dell ,San Rafael City ,2.103831832
3907,Sun Valley ,San Rafael City ,1.422934941,Sun Valley ,San Rafael City ,1.575085161
677,Quail Run ,San Ramon Valley Unified,2.41027345,Quail Run ,San Ramon Valley Unified,4.493823166
679,Live Oak ,San Ramon Valley Unified,-4.380299422,Live Oak ,San Ramon Valley Unified,2.928743514
686,Country Club ,San Ramon Valley Unified,-1.750060468,Country Club ,San Ramon Valley Unified,-1.708991527
690,Walt Disney ,San Ramon Valley Unified,-0.393697603,,,
691,Twin Creeks ,San Ramon Valley Unified,0.596508496,,,
693,Montevideo ,San Ramon Valley Unified,0.723709732,,,
700,Coyote Creek ,San Ramon Valley Unified,0.096135543,Coyote Creek ,San Ramon Valley Unified,0.207146092
6957,Willow ,San Ysidro ,-0.612279989,Willow ,San Ysidro ,-1.971808317
6958,Vista Del Mar,San Ysidro ,-1.536370793,Vista Del Mar,San Ysidro ,-0.388914602
6959,Smythe ,San Ysidro ,0.471671576,Smythe ,San Ysidro ,-3.210708157
6960,La Mirada ,San Ysidro ,0.120774886,La Mirada ,San Ysidro ,-0.19792107
6961,Sunset ,San Ysidro ,-0.860985123,Sunset ,San Ysidro ,-1.634528849
6963,Ocean View Hills,San Ysidro ,-0.561037406,,,
1020,Ronald W. Reagan ,Sanger Unified,-0.945461011,Ronald W. Reagan ,Sanger Unified,-1.484090937
1021,Sequoia ,Sanger Unified,-2.346528026,Sequoia ,Sanger Unified,-0.923668007
1029,Fairmont ,Sanger Unified,-2.066601037,Fairmont ,Sanger Unified,0.342132119
1030,Jackson ,Sanger Unified,-0.594482093,Jackson ,Sanger Unified,-0.521117431
1032,John S. Wash ,Sanger Unified,-2.695788098,John S. Wash ,Sanger Unified,-1.467881904
1034,Lone Star ,Sanger Unified,-0.407085902,Lone Star ,Sanger Unified,-0.058755169
